Sample Index,TCGA ID,Sample Type,Total Deregulations,Brownian Deregulations,Cluster,CFAP65,CDKN1C,AC245100.2,AC008764.8,LRATD2,AL137186.2,TRIM2,AL022332.1,MADCAM1,U3,AC012213.3,(ENSG00000264976),OAT,AC007000.2,DNPH1
463,TCGA-KK-A8IA-01A,Tumor,8785,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
464,TCGA-J4-A67Q-01A,Tumor,9943,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
465,TCGA-VN-A88R-01A,Tumor,9043,4,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1
466,TCGA-2A-A8VL-01A,Tumor,6245,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
467,TCGA-EJ-5496-01A,Tumor,6688,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
468,TCGA-V1-A9ZG-01A,Tumor,5947,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
469,TCGA-HC-7737-11A,Normal,5516,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,TCGA-KK-A8IG-01A,Tumor,5602,3,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
471,TCGA-KK-A7AQ-01A,Tumor,10003,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1
472,TCGA-KK-A7B0-01A,Tumor,10441,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
473,TCGA-G9-6332-01A,Tumor,7751,3,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
474,TCGA-HC-7752-11A,Normal,3745,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,TCGA-CH-5740-01A,Tumor,6744,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
476,TCGA-J4-A83M-01A,Tumor,7086,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
477,TCGA-XK-AAJR-01A,Tumor,4867,16,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0
478,TCGA-KK-A6E2-01A,Tumor,7527,3,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
479,TCGA-VN-A88L-01A,Tumor,6022,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1
480,TCGA-EJ-5514-01A,Tumor,7401,7,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
481,TCGA-EJ-5519-01A,Tumor,6370,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
482,TCGA-CH-5767-01A,Tumor,8745,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
483,TCGA-ZG-A8QZ-01A,Tumor,4360,698,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
484,TCGA-EJ-5494-01A,Tumor,5329,5,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
485,TCGA-EJ-8468-01A,Tumor,6228,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
486,TCGA-EJ-5530-01A,Tumor,5241,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
487,TCGA-EJ-5504-01A,Tumor,5129,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
488,TCGA-HC-8264-01B,Tumor,5245,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
489,TCGA-J9-A52D-01A,Tumor,10183,3,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
490,TCGA-HC-7079-01A,Tumor,7793,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0
491,TCGA-V1-A9O5-06A,Tumor,10002,2,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1
492,TCGA-HC-7818-01A,Tumor,4288,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
493,TCGA-ZG-A9LN-01A,Tumor,6086,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
494,TCGA-HC-7738-11A,Normal,5887,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,TCGA-VP-A87B-01A,Tumor,9515,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0
496,TCGA-V1-A9ZK-01A,Tumor,3997,175,2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
497,TCGA-V1-A8MM-01A,Tumor,9430,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
498,TCGA-HC-7209-01A,Tumor,5496,776,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
499,TCGA-HC-7748-01A,Tumor,4229,469,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
500,TCGA-KC-A7F5-01A,Tumor,11829,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1
501,TCGA-HC-7752-01A,Tumor,13470,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1
502,TCGA-HC-A6AP-01A,Tumor,8550,2,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
503,TCGA-HC-8257-01A,Tumor,6682,3,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0
504,TCGA-EJ-5525-01A,Tumor,8502,2,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
505,TCGA-ZG-A9LU-01A,Tumor,6960,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
506,TCGA-G9-7523-01A,Tumor,4584,145,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
507,TCGA-G9-6333-01A,Tumor,4886,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
508,TCGA-2A-AAYU-01A,Tumor,6165,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
509,TCGA-VN-A88N-01A,Tumor,7589,4,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
510,TCGA-EJ-5524-01A,Tumor,5377,196,2,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
511,TCGA-KK-A6E0-01A,Tumor,8205,2,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1
512,TCGA-H9-A6BX-01A,Tumor,3300,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
513,TCGA-EJ-A65B-01A,Tumor,7631,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
514,TCGA-ZG-A8QY-01A,Tumor,5168,5,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1
515,TCGA-XK-AAJ3-01A,Tumor,8526,2,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1
516,TCGA-VP-A87J-01A,Tumor,7522,2,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
517,TCGA-HC-A9TH-01A,Tumor,7693,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
518,TCGA-G9-6377-01A,Tumor,5746,1163,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
519,TCGA-CH-5771-01A,Tumor,2729,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
520,TCGA-HC-8258-01B,Tumor,22561,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1
521,TCGA-ZG-A9LY-01A,Tumor,4055,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
522,TCGA-EJ-5509-01A,Tumor,4385,4,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
523,TCGA-HC-8259-01A,Tumor,6731,418,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
524,TCGA-KK-A8IF-01A,Tumor,10404,3,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1
525,TCGA-EJ-5516-01A,Tumor,5628,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
526,TCGA-G9-6342-01A,Tumor,4378,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
527,TCGA-2A-A8W3-01A,Tumor,6116,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
528,TCGA-EJ-7789-11A,Normal,2676,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,TCGA-HC-A9TE-01A,Tumor,9358,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0
530,TCGA-G9-7521-01A,Tumor,6679,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
531,TCGA-HC-7230-01A,Tumor,7377,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
532,TCGA-EJ-A8FO-11A,Normal,3539,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,TCGA-EJ-7791-01A,Tumor,2267,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
534,TCGA-HC-7744-01A,Tumor,7008,3,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
535,TCGA-EJ-5527-01A,Tumor,4296,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
536,TCGA-XJ-A83G-01A,Tumor,8327,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
537,TCGA-HC-A8CY-01A,Tumor,9023,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0
538,TCGA-G9-7510-01A,Tumor,3173,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
539,TCGA-YL-A8HL-01A,Tumor,8604,2,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1
540,TCGA-EJ-7330-01A,Tumor,3617,168,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
541,TCGA-HC-7737-01A,Tumor,4696,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
542,TCGA-G9-6354-01A,Tumor,7987,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
543,TCGA-EJ-8474-01A,Tumor,5337,3,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1
544,TCGA-VP-A878-01A,Tumor,5291,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1
545,TCGA-EJ-A65F-01A,Tumor,7099,2,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0
546,TCGA-G9-6370-01A,Tumor,2182,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
547,TCGA-G9-6367-01A,Tumor,2556,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
548,TCGA-YL-A8SO-01B,Tumor,8141,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
549,TCGA-YL-A8S9-01A,Tumor,9177,496,2,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
550,TCGA-KK-A8ID-01A,Tumor,9740,5,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
